file_name,case_id,primary_variation_score,n_primary_features_used,sensitivity_variation_score,n_sensitivity_features_used,primary_variation_score_case,primary_variation_stratum,sensitivity_variation_score_case,sensitivity_variation_stratum
case74_day15.nii.gz,case74,1.0362406357136549,30,1.0184081357680863,35,1.0537005373334245,high,1.0184081357680863,high
case74_day18.nii.gz,case74,1.3006575429011504,30,1.2793960451047417,35,1.0537005373334245,high,1.0184081357680863,high
case74_day19.nii.gz,case74,1.0534541007729337,30,0.9586669782980658,35,1.0537005373334245,high,1.0184081357680863,high
case77_day0.nii.gz,case77,1.1107396932050113,30,1.0967145126235764,35,1.2729088929867418,high,1.1396429922819176,high
case77_day18.nii.gz,case77,1.2729088929867418,30,1.1396429922819176,35,1.2729088929867418,high,1.1396429922819176,high
case77_day20.nii.gz,case77,1.377643962942168,30,1.33217622738359,35,1.2729088929867418,high,1.1396429922819176,high
case78_day0.nii.gz,case78,1.134060486974677,30,1.0192177035639325,35,1.12396300998358,high,1.1194449459461648,high
case78_day18.nii.gz,case78,1.1194449459461648,30,1.1194449459461648,30,1.12396300998358,high,1.1194449459461648,high
case78_day22.nii.gz,case78,1.12396300998358,30,1.12396300998358,30,1.12396300998358,high,1.1194449459461648,high
case78_day26.nii.gz,case78,1.1879102386286748,30,1.1327176605626939,35,1.12396300998358,high,1.1194449459461648,high
case78_day30.nii.gz,case78,1.1230958791181498,30,1.0120675300866193,35,1.12396300998358,high,1.1194449459461648,high
case80_day0.nii.gz,case80,0.6980068367696854,30,0.7270756515788626,35,0.6603605333151435,low,0.79715620600383,medium
case80_day10.nii.gz,case80,0.6603605333151435,30,0.8110262148859907,35,0.6603605333151435,low,0.79715620600383,medium
case80_day14.nii.gz,case80,0.6174915387317154,30,0.79715620600383,35,0.6603605333151435,low,0.79715620600383,medium
case81_day0.nii.gz,case81,0.4975158244886648,30,0.4708429854148705,35,0.589796595797106,low,0.6381866283832283,low
case81_day28.nii.gz,case81,0.589796595797106,30,0.769656795511958,35,0.589796595797106,low,0.6381866283832283,low
case81_day30.nii.gz,case81,0.6681444767974332,30,0.6381866283832283,35,0.589796595797106,low,0.6381866283832283,low
case84_day0.nii.gz,case84,0.6594651160336285,30,0.628365533986237,35,0.718465303831254,medium,0.76886068267853,medium
case84_day21.nii.gz,case84,0.718465303831254,30,0.76886068267853,35,0.718465303831254,medium,0.76886068267853,medium
case84_day23.nii.gz,case84,0.8325661396105039,30,0.8863248809268635,35,0.718465303831254,medium,0.76886068267853,medium
case85_day0.nii.gz,case85,0.6262576981184456,30,0.6299847926471915,35,0.6468538914437179,low,0.6381197055268095,low
case85_day21.nii.gz,case85,0.5761734720285729,30,0.5544629035694736,35,0.6468538914437179,low,0.6381197055268095,low
case85_day23.nii.gz,case85,0.6720564654911477,30,0.6676623485959224,35,0.6468538914437179,low,0.6381197055268095,low
case85_day27.nii.gz,case85,0.6468538914437179,30,0.6381197055268095,35,0.6468538914437179,low,0.6381197055268095,low
case85_day29.nii.gz,case85,0.6896467207968551,30,0.6933995416273491,35,0.6468538914437179,low,0.6381197055268095,low
case88_day0.nii.gz,case88,1.348831338516544,30,1.4748310619639855,35,1.348831338516544,high,1.4096712585772895,high
case88_day36.nii.gz,case88,1.339916686071195,30,1.2601097702853932,35,1.348831338516544,high,1.4096712585772895,high
case88_day38.nii.gz,case88,1.3963254605445479,30,1.4096712585772895,35,1.348831338516544,high,1.4096712585772895,high
case89_day0.nii.gz,case89,0.6716697994600597,30,0.6315161461861494,35,0.7568828883028987,medium,0.6957016138760185,low
case89_day17.nii.gz,case89,0.8354418801233606,30,0.9199205705972243,35,0.7568828883028987,medium,0.6957016138760185,low
case89_day19.nii.gz,case89,0.7568828883028987,30,0.6957016138760185,35,0.7568828883028987,medium,0.6957016138760185,low
case89_day20.nii.gz,case89,0.6774552602052706,30,0.6433295290750324,35,0.7568828883028987,medium,0.6957016138760185,low
case89_day21.nii.gz,case89,0.8990166660082134,30,0.8266039765895011,35,0.7568828883028987,medium,0.6957016138760185,low
case9_day0.nii.gz,case9,1.019876568989364,30,1.1989374258366348,35,1.019876568989364,high,1.1989374258366348,high
case9_day20.nii.gz,case9,1.1692678418611389,30,1.2549057551258338,35,1.019876568989364,high,1.1989374258366348,high
case9_day22.nii.gz,case9,0.8068697765381685,30,0.8068697765381685,30,1.019876568989364,high,1.1989374258366348,high
case90_day0.nii.gz,case90,0.7146458446663732,30,0.6652358783691885,35,0.7146458446663732,medium,0.6652358783691885,low
case90_day22.nii.gz,case90,0.9704922885105705,30,0.9469779061121477,35,0.7146458446663732,medium,0.6652358783691885,low
case90_day29.nii.gz,case90,0.7072339272258595,30,0.6633626396307795,35,0.7146458446663732,medium,0.6652358783691885,low
case91_day0.nii.gz,case91,0.6273561674296897,30,0.704893545032718,35,0.6273561674296897,low,0.704893545032718,medium
case92_day0.nii.gz,case92,0.976968976022374,30,0.8899354919059869,35,0.976968976022374,high,0.8899354919059869,medium
